Meter ID,Meter Name,Date,Asset Name,Asset Type,Project,Folder,Org ID,Org Type,Environment Name,Environment Type,Tier,IPU Per Unit,Usage,Consumption (IPUs)
3uIRkIV5Rt9lBbAPzeR5Kj,Application Integration,2025-08-15T00:00:00Z,null,null,null,null,0Nlc01DYHHse7SsRKVb76p,Production,01CR7T08000000000002_VLI_Logistica_PRD,Secure Agent,0.000 - 60.000,1.380000,0.026480833400,0.036543550092
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-08-15T00:00:00Z,null,null,null,null,0Nlc01DYHHse7SsRKVb76p,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,160432.000000000000,1.331585600000
a2nB20h1o0lc7k3P9xtWS8,Data Integration,2025-08-15T00:00:00Z,mt_TB_PREPARADA_ACCOUNT_2_TB_CLIENTEGRANULAR_Cli003,MCT,CLIENTE_AUDITORIA-PREPARADA,SALESFORCE - Cliente,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 - 2000.000,0.160000,0.167498000000,0.026799680000
a2nB20h1o0lc7k3P9xtWS8,Data Integration,2025-08-15T00:00:00Z,mt_FF_SIOP_ADM_ENRIQUECIMENTO_2_TB_Empresas_Cli003,MCT,CLIENTE_AUDITORIA-PREPARADA,SIOP ADM - Cliente,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 - 2000.000,0.160000,0.013333000000,0.002133280000
a2nB20h1o0lc7k3P9xtWS8,Data Integration,2025-08-15T00:00:00Z,mt_FF_SIOPADM_CLIENTE_Empresas_2_R_TB_Empresas_Cli001,MCT,CLIENTE_REPLICA,SIOP Terminais,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 - 2000.000,0.160000,0.126111000000,0.020177760000
a2nB20h1o0lc7k3P9xtWS8,Data Integration,2025-08-15T00:00:00Z,mt_TB_PNE_ClienteExterno_2_R_TB_ClienteExterno_Cli001,MCT,CLIENTE_REPLICA,PNE,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 - 2000.000,0.160000,0.110555000000,0.017688800000
a2nB20h1o0lc7k3P9xtWS8,Data Integration,2025-08-15T00:00:00Z,mt_FF_SIOPTIPLAM_Pessoa_Tipo_2_R_TB_Pessoa_Tipo_Cli001,MCT,CLIENTE_REPLICA,SIOP Portos Tiplam,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 - 2000.000,0.160000,0.143056000000,0.022888960000
a2nB20h1o0lc7k3P9xtWS8,Data Integration,2025-08-15T00:00:00Z,mt_FF_SIOP_PORTOS_ENRIQUECIMENTO_2_TB_Pessoa_Cli003,MCT,CLIENTE_AUDITORIA-PREPARADA,SIOP PORTOS - Cliente,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 - 2000.000,0.160000,0.010834000000,0.001733440000
a2nB20h1o0lc7k3P9xtWS8,Data Integration,2025-08-15T00:00:00Z,mt_FF_PNE_ENRIQUECIMENTO_2_TB_ClienteExterno_Cli003,MCT,CLIENTE_AUDITORIA-PREPARADA,PNE - Cliente,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 - 2000.000,0.160000,0.019166000000,0.003066560000
a2nB20h1o0lc7k3P9xtWS8,Data Integration,2025-08-15T00:00:00Z,mt_FF_SIOPTIPLAM_Pessoa_2_R_TB_Pessoa_Cli001,MCT,CLIENTE_REPLICA,SIOP Portos Tiplam,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 - 2000.000,0.160000,0.141388000000,0.022622080000
a2nB20h1o0lc7k3P9xtWS8,Data Integration,2025-08-15T00:00:00Z,mt_TB_SALESFORCE_ACCOUNT_2_TB_CLIENTEGESTAO_Cli002,MCT,CLIENTE_QUALIDADE-STAGING,Salesforce - Cliente,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 - 2000.000,0.160000,0.429720000000,0.068755200000
a2nB20h1o0lc7k3P9xtWS8,Data Integration,2025-08-15T00:00:00Z,mt_FF_SIOPPORTO_Pessoa_Tipo_2_R_TB_Pessoa_Tipo_Cli001,MCT,CLIENTE_REPLICA,SIOP Portos Geral,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 - 2000.000,0.160000,0.117222000000,0.018755520000
a2nB20h1o0lc7k3P9xtWS8,Data Integration,2025-08-15T00:00:00Z,mt_TB_PNE_EXPEDIDOR_2_R_TB_Expedidor_Cli001,MCT,CLIENTE_REPLICA,PNE,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 - 2000.000,0.160000,0.147222000000,0.023555520000
a2nB20h1o0lc7k3P9xtWS8,Data Integration,2025-08-15T00:00:00Z,mt_FF_SIOPTIPLAM_TIPO_PESSOA_2_R_TB_Tipo_Pessoa_Cli001,MCT,CLIENTE_REPLICA,SIOP Portos Tiplam,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 - 2000.000,0.160000,0.115000000000,0.018400000000
a2nB20h1o0lc7k3P9xtWS8,Data Integration,2025-08-15T00:00:00Z,mt_TB_SALESFORCE_ACCOUNT_2_TB_CLIENTESEGMENTACAO_Cli002,MCT,CLIENTE_QUALIDADE-STAGING,Salesforce - Cliente,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 - 2000.000,0.160000,1.411398000000,0.225823680000
a2nB20h1o0lc7k3P9xtWS8,Data Integration,2025-08-15T00:00:00Z,mt_FF_SALESFORCE_ENRIQUECIMENTO_2_TB_Account_Cli003,MCT,CLIENTE_AUDITORIA-PREPARADA,SALESFORCE - Cliente,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 - 2000.000,0.160000,0.071945000000,0.011511200000
a2nB20h1o0lc7k3P9xtWS8,Data Integration,2025-08-15T00:00:00Z,mt_FF_SIOPPORTO_TIPO_PESSOA_2_R_TB_Tipo_Pessoa_Cli001,MCT,CLIENTE_REPLICA,SIOP Portos Geral,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 - 2000.000,0.160000,0.074722000000,0.011955520000
a2nB20h1o0lc7k3P9xtWS8,Data Integration,2025-08-15T00:00:00Z,mt_FF_SIOPPORTO_PESSOA_2_R_TB_Pessoa_Cli001,MCT,CLIENTE_REPLICA,SIOP Portos Geral,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 - 2000.000,0.160000,0.100832000000,0.016133120000
cPnPIT3XYAziLqIoXtd0KC,Data Quality,2025-08-15T00:00:00Z,mt_TB_PNE_CLIENTE_EXTERNO_2_FF_PNE_Enriquecimento_Cli002,MCT,CLIENTE_QUALIDADE-STAGING,PNE - Cliente,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 - 2000.000,0.380000,0.023889000000,0.009077820000
cPnPIT3XYAziLqIoXtd0KC,Data Quality,2025-08-15T00:00:00Z,mt_TB_SALESFORCE_ACCOUNT_2_FF_QD_SALESFORCE_Enriquecimento_Cli002,MCT,CLIENTE_QUALIDADE-STAGING,Salesforce - Cliente,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 - 2000.000,0.380000,0.020834000000,0.007916920000
cPnPIT3XYAziLqIoXtd0KC,Data Quality,2025-08-15T00:00:00Z,mt_TB_SIOP_PORTOS_PESSOA_2_FF_QD_SIOP_Enriquecimento_Cli002,MCT,CLIENTE_QUALIDADE-STAGING,SIOP PORTOS - Cliente,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 - 2000.000,0.380000,0.053055000000,0.020160900000
cPnPIT3XYAziLqIoXtd0KC,Data Quality,2025-08-15T00:00:00Z,mt_TB_SIOP_ADM_EMPRESAS_2_FF_QD_SIOP_ADM_Enriquecimento_Cli002,MCT,CLIENTE_QUALIDADE-STAGING,SIOP ADM - Cliente,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 - 2000.000,0.380000,0.050000000000,0.019000000000
3sY0I8UHjyTiXcLzZI1fqj,Governance Records,2025-08-15T00:00:00Z,null,null,null,null,0Nlc01DYHHse7SsRKVb76p,Production,environmentId,Cloud Hosted Service,0.000 - 40000.000,9.500000,43.000000000000,0.040850000000
jRkQw2YQksQjLqowj7Mveq,MDM Data Integration,2025-08-15T00:00:00Z,mt_P_TB_SIOP_TERMINAIS_2_MDM_Cli004,MCT,CLIENTE_GOLDEN_RECORD,SIOP TERMINAIS,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 +,0.000000,0.135278000000,0.000000000000
jRkQw2YQksQjLqowj7Mveq,MDM Data Integration,2025-08-15T00:00:00Z,mt_P_TB_SIOP_PORTO_GERAL_2_MDM_Cli004,MCT,CLIENTE_GOLDEN_RECORD,SIOP PORTO GERAL,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 +,0.000000,0.108056000000,0.000000000000
jRkQw2YQksQjLqowj7Mveq,MDM Data Integration,2025-08-15T00:00:00Z,mt_P_TB_CLIENTE_EXTERNO_2_MDM_Cli004,MCT,CLIENTE_GOLDEN_RECORD,PNE CLIENTE EXTERNO,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 +,0.000000,0.128055000000,0.000000000000
jRkQw2YQksQjLqowj7Mveq,MDM Data Integration,2025-08-15T00:00:00Z,mt_MDM_2_CLIENTE_BUSINESS_ENTITY_Cli005,MCT,CLIENTE_GOLDEN_RECORD,BUSINESS ENTITY CLIENTE,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 +,0.000000,0.133889000000,0.000000000000
jRkQw2YQksQjLqowj7Mveq,MDM Data Integration,2025-08-15T00:00:00Z,mt_P_TB_SALESFORCE_ACCOUNT_2_MDM_Cli004,MCT,CLIENTE_GOLDEN_RECORD,SALESFORCE ACCOUNT,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 +,0.000000,0.181110000000,0.000000000000
jRkQw2YQksQjLqowj7Mveq,MDM Data Integration,2025-08-15T00:00:00Z,mt_P_TB_SIOP_PORTO_TIPLAM_2_MDM_Cli004,MCT,CLIENTE_GOLDEN_RECORD,SIOP PORTO TIPLAM,0Nlc01DYHHse7SsRKVb76p,Production,VLI_Logistica_PRD,Secure Agent Group,0.000 +,0.000000,0.146389000000,0.000000000000
3e7ccb904b3011eebe5602,Taskflow Run,2025-08-15T00:00:00Z,null,null,null,null,0Nlc01DYHHse7SsRKVb76p,Production,_Cloud_,Serverless,0.000 +,0.000000,147.000000000000,0.000000000000
