Date,Project,Folder,Org ID,Org Type,Consumption (IPUs)
2025-08-21T00:00:00Z,null,null,64OAExn3HrTdhSZfzbroa1,Sandbox,0.971698600000
2025-08-21T00:00:00Z,CLIENTE_GOLDEN_RECORD,PNE CLIENTE EXTERNO,64OAExn3HrTdhSZfzbroa1,Sandbox,0.000000000000
2025-08-21T00:00:00Z,CLIENTE_GOLDEN_RECORD,SALESFORCE ACCOUNT,64OAExn3HrTdhSZfzbroa1,Sandbox,0.000000000000
2025-08-21T00:00:00Z,CLIENTE_GOLDEN_RECORD,SIOP PORTO GERAL,64OAExn3HrTdhSZfzbroa1,Sandbox,0.000000000000
2025-08-21T00:00:00Z,CLIENTE_GOLDEN_RECORD,SIOP PORTO TIPLAM,64OAExn3HrTdhSZfzbroa1,Sandbox,0.000000000000
2025-08-21T00:00:00Z,CLIENTE_GOLDEN_RECORD,SIOP TERMINAIS,64OAExn3HrTdhSZfzbroa1,Sandbox,0.000000000000
2025-08-20T00:00:00Z,null,null,64OAExn3HrTdhSZfzbroa1,Sandbox,0.971698600000
2025-08-20T00:00:00Z,CLIENTE_GOLDEN_RECORD,BUSINESS ENTITY CLIENTE,64OAExn3HrTdhSZfzbroa1,Sandbox,0.000000000000
2025-08-20T00:00:00Z,CLIENTE_GOLDEN_RECORD,PNE CLIENTE EXTERNO,64OAExn3HrTdhSZfzbroa1,Sandbox,0.000000000000
2025-08-20T00:00:00Z,CLIENTE_GOLDEN_RECORD,SALESFORCE ACCOUNT,64OAExn3HrTdhSZfzbroa1,Sandbox,0.000000000000
2025-08-20T00:00:00Z,CLIENTE_GOLDEN_RECORD,SIOP PORTO GERAL,64OAExn3HrTdhSZfzbroa1,Sandbox,0.000000000000
2025-08-20T00:00:00Z,CLIENTE_GOLDEN_RECORD,SIOP PORTO TIPLAM,64OAExn3HrTdhSZfzbroa1,Sandbox,0.000000000000
2025-08-20T00:00:00Z,CLIENTE_GOLDEN_RECORD,SIOP TERMINAIS,64OAExn3HrTdhSZfzbroa1,Sandbox,0.000000000000
2025-08-20T00:00:00Z,CLIENTES_PALIATIVO_SAP,null,64OAExn3HrTdhSZfzbroa1,Sandbox,0.015388640000
