Date,Project,Folder,Org ID,Org Type,Consumption (IPUs)
2025-08-15T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.001900001000
2025-08-15T00:00:00Z,ORYS,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.108977920000
2025-08-14T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.001900000000
2025-08-14T00:00:00Z,ORYS,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.538044800000
2025-08-13T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.001900000000
2025-08-13T00:00:00Z,ORYS,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.457155840000
2025-08-12T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.001900000000
2025-08-12T00:00:00Z,ORYS,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.463600160000
2025-08-11T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.001900000000
2025-08-11T00:00:00Z,ORYS,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.464088960000
2025-08-10T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.001900000000
2025-08-09T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.001900000000
2025-08-08T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.002876733364
2025-08-08T00:00:00Z,ORYS,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.588488480000
2025-08-07T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.002557033318
2025-08-07T00:00:00Z,ORYS,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.481155840000
2025-08-06T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.002545916728
2025-08-06T00:00:00Z,ORYS,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.474577760000
2025-08-05T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.002624116636
2025-08-05T00:00:00Z,ORYS,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.481867360000
2025-08-04T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.002636383318
2025-08-04T00:00:00Z,ORYS,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.473555360000
2025-08-03T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.002554733272
2025-08-02T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.002875966636
2025-08-01T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.011106544482
2025-08-01T00:00:00Z,ORYS,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.464444640000
2025-07-31T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.002568533272
2025-07-31T00:00:00Z,ORYS,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.469688640000
2025-07-30T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.043023833382
2025-07-30T00:00:00Z,ORYS,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.455155680000
2025-07-29T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.000837833272
2025-07-29T00:00:00Z,ORYS,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.467155040000
2025-07-28T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.002545533364
2025-07-28T00:00:00Z,ORYS,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.517199520000
2025-07-27T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.002576966728
2025-07-26T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.002575050046
2025-07-25T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.002543616682
2025-07-25T00:00:00Z,ORYS,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.489022560000
2025-07-24T00:00:00Z,null,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.002568150046
2025-07-24T00:00:00Z,ORYS,null,4xiVO2awWKCdQC52Ap0tYk,Production,0.497866560000
