Date,Project,Folder,Org ID,Org Type,Consumption (IPUs)
2025-08-13T00:00:00Z,null,null,0Nlc01DYHHse7SsRKVb76p,Production,1.516032018682
2025-08-13T00:00:00Z,Catálogo de Dados,Business Term,0Nlc01DYHHse7SsRKVb76p,Production,0.005466880000
2025-08-13T00:00:00Z,CLIENTE_AUDITORIA-PREPARADA,PNE - Cliente,0Nlc01DYHHse7SsRKVb76p,Production,0.003377760000
2025-08-13T00:00:00Z,CLIENTE_AUDITORIA-PREPARADA,SALESFORCE - Cliente,0Nlc01DYHHse7SsRKVb76p,Production,0.064310720000
2025-08-13T00:00:00Z,CLIENTE_AUDITORIA-PREPARADA,SIOP ADM - Cliente,0Nlc01DYHHse7SsRKVb76p,Production,0.003866720000
2025-08-13T00:00:00Z,CLIENTE_AUDITORIA-PREPARADA,SIOP PORTOS - Cliente,0Nlc01DYHHse7SsRKVb76p,Production,0.002400000000
2025-08-13T00:00:00Z,CLIENTE_GOLDEN_RECORD,BUSINESS ENTITY CLIENTE,0Nlc01DYHHse7SsRKVb76p,Production,0.000000000000
2025-08-13T00:00:00Z,CLIENTE_GOLDEN_RECORD,PNE CLIENTE EXTERNO,0Nlc01DYHHse7SsRKVb76p,Production,0.000000000000
2025-08-13T00:00:00Z,CLIENTE_GOLDEN_RECORD,SALESFORCE ACCOUNT,0Nlc01DYHHse7SsRKVb76p,Production,0.000000000000
2025-08-13T00:00:00Z,CLIENTE_GOLDEN_RECORD,SIOP PORTO GERAL,0Nlc01DYHHse7SsRKVb76p,Production,0.000000000000
2025-08-13T00:00:00Z,CLIENTE_GOLDEN_RECORD,SIOP PORTO TIPLAM,0Nlc01DYHHse7SsRKVb76p,Production,0.000000000000
2025-08-13T00:00:00Z,CLIENTE_GOLDEN_RECORD,SIOP TERMINAIS,0Nlc01DYHHse7SsRKVb76p,Production,0.000000000000
2025-08-13T00:00:00Z,CLIENTE_QUALIDADE-STAGING,PNE - Cliente,0Nlc01DYHHse7SsRKVb76p,Production,0.018050000000
2025-08-13T00:00:00Z,CLIENTE_QUALIDADE-STAGING,Salesforce - Cliente,0Nlc01DYHHse7SsRKVb76p,Production,0.365389740000
2025-08-13T00:00:00Z,CLIENTE_QUALIDADE-STAGING,SIOP ADM - Cliente,0Nlc01DYHHse7SsRKVb76p,Production,0.012560900000
2025-08-13T00:00:00Z,CLIENTE_QUALIDADE-STAGING,SIOP PORTOS - Cliente,0Nlc01DYHHse7SsRKVb76p,Production,0.011822180000
2025-08-13T00:00:00Z,CLIENTE_REPLICA,PNE,0Nlc01DYHHse7SsRKVb76p,Production,0.025955200000
2025-08-13T00:00:00Z,CLIENTE_REPLICA,SIOP Portos Geral,0Nlc01DYHHse7SsRKVb76p,Production,0.036977760000
2025-08-13T00:00:00Z,CLIENTE_REPLICA,SIOP Portos Tiplam,0Nlc01DYHHse7SsRKVb76p,Production,0.044533280000
2025-08-13T00:00:00Z,CLIENTE_REPLICA,SIOP Terminais,0Nlc01DYHHse7SsRKVb76p,Production,0.007644480000
